ID,Name,NetWorth,x,y,z,sector or company,industries,connections,Age,Source_or_company_extended,Philanthropy_Score,Self_Made_Score,Citizenship,Marital_Status,Children,connection_names_matched,is_valid,connection_count,vx,vy,vz,velocity_strength,NetWorth_Billions
40,Mark Mateschitz,38933378770.0,0.36472228,1.1709934,1.5639238,Red Bull,beverages/consumer goods,,34.0,Red Bull,,,Austria,Single,,,True,0,-0.002790742031854708,-0.002111666128291398,-0.0035710817792744933,0.005,38.93337877
41,Jacqueline Mars,38848185381.0,-1.0218407,1.1907355,-0.18846971,Candy  pet food,food/beverages,42/281/282/280/283,86.0,Candy/ pet food,,2.0,United States,Divorced,3.0,John Mars/Marijke Mars/Pamela Mars/Valerie Mars/Victoria Mars,True,5,-0.015416963129397608,-0.031288304885530735,0.004982870463017152,0.03523449691416553,38.848185381
42,John Mars,38848185381.0,-1.1931632,0.89691204,-0.26025814,Candy  pet food,food/beverages,41/281/282/280/283,90.0,Candy/ pet food,,2.0,United States,Married,3.0,Jacqueline Mars/Marijke Mars/Pamela Mars/Valerie Mars/Victoria Mars,True,5,0.011965599620249838,0.017484165488305933,0.01593730261482352,0.0265116810430997,38.848185381
43,Gianluigi Aponte,37314704379.0,-0.46409553,1.1010785,1.4514402,Shipping,logistics/shipping,59/48/1186/44/562,85.0,Shipping/ Self Made,,,Switzerland,Married,2.0,Idan Ofer/Klaus-Michael Kuehne/Panagiotis Tsakos & family/Rafaela Aponte-Diamant/Yang Shaopeng,True,5,0.022637081872444956,0.008183348942330084,-0.0209391944317325,0.03190383267041138,37.314704379
44,Rafaela Aponte-Diamant,37314704379.0,0.67064923,1.5180312,0.8918584,Shipping,logistics/shipping,43/59/48/1186,81.0,Shipping/ Self Made,,,Switzerland,Married,2.0,Gianluigi Aponte/Idan Ofer/Klaus-Michael Kuehne/Panagiotis Tsakos & family,True,4,-0.03685754869008064,-0.018603413419019343,0.01833164684608818,0.04517316861113806,37.314704379
45,Andrea Pignataro,36207190322.0,0.00029593112,0.36803782,0.4751411,Financial software,software/cloud/finance,,55.0,Financial software/ Self Made,,,Italy,Married,,,True,0,0.00017077124249443077,-0.0016356788608398532,-0.004721799640702531,0.005,36.207190322
46,Eric Schmidt,35866416766.0,-0.48023456,0.6597998,-0.35702124,Google,internet/ai/advertising,1/2/199,71.0,Google/ Self Made,3.0,6.0,United States,Married,2.0,Larry Page/Sergey Brin/Vinod Khosla,True,3,-0.03505807454036387,-0.034609956496664124,0.003792329225771085,0.04940950758847259,35.866416766
47,Abigail Johnson,34503322542.0,-0.4632198,1.0630021,0.5492636,Fidelity,finance/asset management,211/336,64.0,Fidelity,1.0,4.0,United States,Married,2.0,Elizabeth Johnson/Michael Kim,True,2,-0.03395889228166109,-0.01152639658795935,-0.015041215660309047,0.03888833182125852,34.503322542
48,Klaus-Michael Kuehne,34503322542.0,0.3815146,1.1808048,1.2706792,Shipping,logistics/shipping,934/297/44,88.0,Shipping,,,Germany,Married,,Julia Thiele-Schuerhoff & family/Nadia Thiele & family/Rafaela Aponte-Diamant,True,3,0.010770375142747455,0.01391968755244366,-0.030371388562440163,0.03510242050747909,34.503322542
49,Stephen Schwarzman,34247742375.0,-0.5925987,0.8692244,-0.148686,Investments,investment/finance,977/1392/1231/436,79.0,Investments/ Self Made,2.0,8.0,United States,Married,3.0,Hamilton James & family/J. Tomilson Hill/Jim Breyer/Jonathan Gray,True,4,-0.018982519713210896,-0.019510059261315677,0.0318364425831292,0.041887200233381224,34.247742375
50,Henry Samueli,33992162208.0,-0.67376494,1.0917823,-0.5491553,Semiconductors,semiconductors/hardware,7,71.0,Semiconductors/ Self Made,2.0,9.0,United States,Married,3.0,Michael Dell,True,1,0.008054321079100138,-0.04496988242340681,0.020318405123919817,0.05000000000000002,33.992162208
51,Alain Wertheimer,33566195263.0,-1.2911689,2.0140533,-0.19647238,Chanel,luxury/fashion,52,77.0,Chanel,,,France,Married,3.0,Gerard Wertheimer,True,1,0.029777177326070922,-0.009944486072980856,0.03891563833776876,0.05,33.566195263
52,Gerard Wertheimer,33566195263.0,0.06033267,1.5627013,1.569798,Chanel,luxury/fashion,,,,,,,,,,True,0,-0.0012475069018396225,-0.0024242665794865204,-0.004191259724885495,0.005,33.566195263
53,William Ding,33055034929.0,1.7876325,0.9378035,-0.7346586,Online games,Online games,1335/39/1784/206,54.0,Online games/ Self Made,,,China,,,Kwon Hyuk-bin/Ma Huateng/Yoo Jung-hyun/Zhang Zhidong,True,4,-0.019698817539716085,0.019532299442576142,-0.020224946241051422,0.034330781879108235,33.055034929
54,Jean-Louis van der Velde,32373487817.0,1.1562157,0.66162956,-0.6311387,Cryptocurrency,cryptocurrency/fintech,345/249/22/783/55/107,62.0,Cryptocurrency/ Self Made,,,Netherlands,,,Brian Armstrong/Chris Larsen/Giancarlo Devasini/Michael Saylor/Paolo Ardoino/Stuart Hoegner,True,6,-0.024653264316874094,0.004310106661387131,0.03734817043340221,0.04495827282750807,32.373487817
55,Paolo Ardoino,32373487817.0,0.58672994,0.9944262,1.0017605,Cryptocurrency,cryptocurrency/fintech,345/249/22/54/783/107,41.0,Cryptocurrency/ Self Made,,,Italy,,,Brian Armstrong/Chris Larsen/Giancarlo Devasini/Jean-Louis van der Velde/Michael Saylor/Stuart Hoegner,True,6,-0.012264284816132034,-0.019546926252294677,0.0016097915905790333,0.02313193543413418,32.373487817
56,Savitri Jindal & family,31947520872.0,1.2352309,1.2372549,-0.14674708,Steel,mining/materials,1183/1038/80/1403/371,76.0,Steel,,,India,Widowed,9.0,Barry Zekelman/Fang Wei/Lakshmi Mittal/Rufino Vigil Gonzalez/Viktor Rashnikov,True,5,-0.03161541707068609,-0.002515836323404782,0.024100739621281887,0.03983352456477356,31.947520872
57,Alexey Mordashov & family,31436360538.0,0.2828908,1.2408803,1.1075544,Steel  investments,investment/finance/mining/materials,1438/2384/362/1281,60.0,Steel/ investments/ Self Made,,,Russia,Married,7.0,Gerald Frere/Juan Maria Riberas Mera/Roman Abramovich & family/Segolene Gallienne,True,4,0.004496881340434408,-0.00040037020319667795,-0.024318770414858193,0.024734284557676962,31.436360538
58,Miriam Adelson & family,30669620037.0,-1.153983,1.0756723,-0.5907879,Casinos,gambling/entertainment,523/2364/990,80.0,Casinos,2.0,2.0,United States,Widowed,5.0,Karen Pritzker/Lim Kok Thay/Pansy Ho,True,3,0.025523771235695686,0.006027627274598478,0.025886861729218665,0.036850031191863274,30.669620037
59,Idan Ofer,30243653093.0,-1.1682811,1.205299,0.83258367,Shipping,logistics/shipping,62/125/48/44,70.0,Shipping,,,Israel,Married,5.0,Eyal Ofer/John Fredriksen/Klaus-Michael Kuehne/Rafaela Aponte-Diamant,True,4,0.04168679492415967,0.0030860345595160495,-0.0023971913197705966,0.041869547484718,30.243653093
60,Pham Nhat Vuong,30073266315.0,0.77860713,0.3244709,0.067872494,Diversified,Diversified,3110/36/20/1115/1547,57.0,Diversified/ Self Made,,,Vietnam,Married,3.0,Hartati Murdaya/Li Ka-shing/Mukesh Ambani/Pham Thu Huong/Pham Thuy Hang,True,5,-0.0056148671008757495,-0.026088211742359365,0.007494889643801572,0.02771813296828338,30.073266315
61,Len Blavatnik,29647299370.0,-0.3882938,0.50223815,0.121059366,Music  chemicals,media/entertainment,1513/199,68.0,Music/ chemicals/ Self Made,2.0,9.0,United States,Married,,Jay-Z/Vinod Khosla,True,2,-0.04180025033933475,0.003740462740933607,-0.0193347680133618,0.0462069826333411,29.64729937
62,Eyal Ofer,29647299370.0,-0.27992612,1.1531637,0.8855829,Real estate  shipping,real estate/logistics/shipping,1776/1064/59/525,75.0,Real estate/ shipping,,,Israel,Married,4.0,Arne Alexander Wilhelmsen/David Wertheim/Idan Ofer/Thomas Pritzker,True,4,-0.03728693569222082,0.002797496694994636,-0.0026883354970853018,0.03748824760934026,29.64729937
63,He Xiangjian & family,29647299370.0,0.89417183,0.12006608,-0.67365825,Home appliances,Home appliances,2360/2967,83.0,Home appliances/ Self Made,,,China,Married,3.0,Fang Hongbo/Huang Jian,True,2,0.016080330703093764,0.02690231556008645,0.03137247466463746,0.04434573017324948,29.64729937
64,Thomas Frist Jr & family,29050945647.0,-2.0399945,0.7573155,-0.6422507,Hospitals,healthcare,587,87.0,Hospitals/ Self Made,2.0,7.0,United States,Married,3.0,Chen Bang,True,1,0.049262328702888554,0.006222397338782374,0.005874073725012006,0.049999999999999996,29.050945647
65,Colin Huang,28965752258.0,1.2880725,0.74279535,-1.06334,E-commerce,e-commerce/retail,86/234/1242/443,46.0,E-commerce/ Self Made,,,China,,,Jack Ma/Joseph Tsai/Neil Shen/Tatyana Kim,True,4,0.0019831979691017658,0.026142475336552274,0.031370303931857614,0.04088346927162633,28.965752258
66,Chen Tianshi,28710172091.0,0.7169622,1.0224254,-0.48578084,Semiconductors,semiconductors/hardware,50/6/454/1577,41.0,Semiconductors/ Self Made,,,China,,,Henry Samueli/Jensen Huang/Kwak Dong Shin/Lisa Su,True,4,-0.048261943602517655,-0.004081435730041982,-0.010666457127672765,0.04959482458450216,28.710172091
67,Eduardo Saverin,28369398535.0,1.9238166,-0.32231557,-0.2246368,Facebook,social media/advertising/ai,346/1205/5/1783,44.0,Facebook/ Self Made,,,Brazil,Married,1.0,Dustin Moskovitz/Jeff Rothschild/Mark Zuckerberg/Sheryl Sandberg,True,4,-0.04446000621379104,0.022631624538758506,0.0008577601320215492,0.049896075339026014,28.369398535
68,Jay Y. Lee,28284205146.0,0.5617135,0.31869853,-0.36129203,Samsung,electronics/semiconductors/manufacturing,284/261/269,57.0,Samsung,,,South Korea,Divorced,2.0,Hong Ra-hee/Lee Boo-jin/Lee Seo-hyun,True,3,-0.004384868229918484,0.009671060662353435,0.006543214590544537,0.012472775990395379,28.284205146
69,MacKenzie Scott,28199011757.0,-0.27493277,0.8002486,-0.58526206,Amazon,e-commerce/cloud/logistics,266/3/109/260,56.0,Amazon,5.0,3.0,United States,Divorced,4.0,Douglas Leone/Jeff Bezos/John Doerr/Mark Stevens,True,4,-0.02291210223955957,-0.0026875642256581588,0.0362727626577613,0.04298721602208441,28.199011757
70,Marilyn Simons & family,27687851423.0,-0.9088013,0.67172563,0.21813133,Hedge funds,hedge funds/finance,3139/115/452/34/120,75.0,Hedge funds,5.0,1.0,United States,Widowed,,Anne Dinning/David Tepper/John Overdeck/Ken Griffin/Steve Cohen,True,5,-0.0064039550706971975,-0.03563361198773048,0.00911912649992605,0.037335283740200655,27.687851423
71,Lyndal Stephens Greth & family,27602658034.0,-0.81751764,0.37953657,-0.25455776,Oil & gas,energy/oil and gas,134/244/245,51.0,Oil & gas,,3.0,United States,Married,,Harold Hamm & family/Michael Sabel/Robert Pender,True,3,-0.03219953934402749,-0.005197092975437623,0.024835814455532578,0.040995582555106574,27.602658034
72,Aliko Dangote,27432271256.0,-0.24225858,0.7323326,1.6363729,Cement  sugar,construction/materials,180,69.0,Cement/ sugar/ Self Made,,,Nigeria,Divorced,3.0,Abdulsamad Rabiu,True,1,0.03921470335183319,-0.03099698487847561,0.0011806648429071916,0.05,27.432271256
73,Robert Pera,27006304311.0,-0.8913676,1.1041653,-0.51371896,Wireless networking,Wireless networking,401/1546/3026,48.0,Wireless networking/ Self Made,1.0,8.0,United States,Single,,David Shaw/Joseph Edelman/Nicholas Woodman,True,3,0.008404627612904987,-0.020690997848091787,0.040840926937949065,0.04654821661903104,27.006304311
74,Zheng Shuliang & family,26835917533.0,1.7080644,0.7084428,-1.0352523,Aluminum products,mining/materials,1706,80.0,Aluminum products,,,China,Widowed,3.0,Zeng Chaoyi,True,1,-0.03001586443601477,4.773513168686386e-05,-0.0399880682643709,0.05,26.835917533
75,Michal Strnad,26409950588.0,0.6305815,1.1268886,1.477859,Defense Contracting,Defense Contracting,,33.0,Defense Contracting,,,Czech Republic,Married,1.0,,True,0,0.0004699315720894784,-0.0028842921898204815,-0.004057095374931933,0.005,26.409950588
76,Elaine Marshall & family,26324757199.0,-0.8178766,0.7939664,-0.003477633,Koch Inc.,industrial/energy/chemicals,25/23,83.0,Koch Inc.,1.0,2.0,United States,,2.0,Charles Koch & family/Julia Koch & family,True,2,0.016074207669737987,0.006628332751271632,0.0033423425530343387,0.01770554153403018,26.324757199
77,Huang Shilin,26154370421.0,0.38141346,0.21125138,-0.42398128,Batteries,batteries/energy storage,239/147/29/119,59.0,Batteries/ Self Made,,,China,,,Li Ping/Pei Zhenhua/Robin Zeng/Yu Yong,True,4,0.015148413532637135,0.026694391350218477,0.03350543996600649,0.04543874414450808,26.154370421
78,Melinda French Gates,25643210087.0,-0.8411397,1.483292,-0.5362404,Microsoft,software/cloud/ai,1574/13,61.0,Microsoft,5.0,2.0,United States,Divorced,3.0,Reid Hoffman/Steve Ballmer,True,2,-0.03091180218334702,-0.033979783540601265,-0.01851882579808709,0.049528901791059225,25.643210087
79,Vladimir Potanin,25302436531.0,0.5608199,1.1193609,1.0078837,Metals,social media/advertising/ai/mining/materials,716/1678/821/877/362/957,65.0,Metals/ Self Made,,,Russia,Married,7.0,Alexander Abramov/Alexander Frolov/Andrei Kozitsyn/Igor Altushkin/Roman Abramovich & family/Xiang Guangda,True,6,0.012219261332661463,0.00945175001756334,-0.03577651357926822,0.038969280847841514,25.302436531
80,Lakshmi Mittal,25302436531.0,0.21894602,0.99196887,1.3504077,Steel,mining/materials,2254/56/371,75.0,Steel,,,India,Married,2.0,Jose Maria Aristrain/Savitri Jindal & family/Viktor Rashnikov,True,3,0.02191278433564328,0.009339555028510034,-0.04017236314526421,0.046703492012332044,25.302436531
81,Andreas von Bechtolsheim & family,25302436531.0,-0.41757527,0.7335277,-0.35132527,Google,internet/ai/advertising,338/710/1/2,70.0,Google/ Self Made,,,Germany,Single,,David Cheriton/Jayshree Ullal/Larry Page/Sergey Brin,True,4,-0.03407945365056187,-0.03534168418734046,0.002408260334397229,0.04915530002102252,25.302436531
82,Vagit Alekperov,25132049753.0,0.3657201,0.8395465,0.20996742,Oil,energy/oil and gas,2776/3239/310/3269/327,75.0,Oil/ Self Made,,,Russia,Married,1.0,Vladimir Bogdanov/Anton Fedun/Carrie Perrodo & family/Ekaterina Fedun/Leonid Fedun,True,5,-0.03838583034925063,-0.013315058584942117,0.010201650103723951,0.04189076773658729,25.132049753
83,Reinhold Wuerth & family,24194922474.0,0.15793914,0.7609116,0.69735867,Fasteners,Fasteners,,91.0,Fasteners/ Self Made,,,Germany,Married,3.0,,True,0,-0.0020472217757990393,-0.0020360828043228317,-0.004082064405988115,0.005,24.194922474
84,Susanne Klatten,24109729085.0,0.09811158,0.7087842,1.0378212,BMW  pharmaceuticals,automotive/healthcare/pharmaceuticals,1406/1482/88/2109,64.0,BMW/ pharmaceuticals,,,Germany,Married,3.0,Alberto Palatchi/Harsh Goenka/Stefan Quandt/Gregg Hymowitz,True,4,-0.034343870240836544,-0.003762639635643022,0.007013815342170876,0.035254113033817785,24.109729085
85,Leonid Mikhelson & family,24109729085.0,0.18913499,1.3303051,0.60600233,Gas  chemicals,energy/oil and gas,110/2470,70.0,Gas/ chemicals/ Self Made,,,Russia,Married,2.0,Gennady Timchenko/Leonid Simanovsky,True,2,0.024143231336525267,-0.03636747362322066,-0.024145247590630123,0.049884684406313086,24.109729085
86,Jack Ma,24109729085.0,1.4677141,1.1925907,-0.23613936,E-commerce,e-commerce/retail,3/1385/527,61.0,E-commerce/ Self Made,,,China,Married,,Jeff Bezos/Jerry Yang/Lu Weiding,True,3,-0.04660361599080882,-0.012845672518331176,0.011401329254549234,0.049667883331561656,24.109729085
87,Peter Thiel,24109729085.0,-1.366822,0.98478365,-0.9302274,Facebook  investments,social media/advertising/ai/investment/finance,0/5/1574,58.0,Facebook/ investments/ Self Made,1.0,8.0,United States,Married,1.0,Elon Musk/Mark Zuckerberg/Reid Hoffman,True,3,0.028958339248318782,-0.007049232379256085,0.03223689769677077,0.04390324204736521,24.109729085
88,Stefan Quandt,24109729085.0,-0.16107303,0.6717449,1.1211945,BMW,automotive,1406/84/2109,60.0,BMW,,,Germany,Married,1.0,Alberto Palatchi/Susanne Klatten/Gregg Hymowitz,True,3,0.042014376781791984,0.007213249102220082,-0.015603895385129147,0.045395158003504237,24.109729085
89,John Tu,23172601806.0,-1.1707324,1.5222659,-0.6017976,Computer hardware,Computer hardware,2336/90,84.0,Computer hardware/ Self Made,1.0,9.0,United States,Married,2.0,Charles Liang/David Sun,True,2,0.007708627339155009,-0.02488925226388031,-0.038971586149575396,0.04687944475698082,23.172601806
90,David Sun,23172601806.0,-1.1563706,1.4890634,-0.6597021,Computer hardware,Computer hardware,2336/89,74.0,Computer hardware/ Self Made,1.0,10.0,United States,Married,2.0,Charles Liang/John Tu,True,2,-0.01206448823954453,0.020879784773775768,0.04081336554967135,0.04740514841420082,23.172601806
91,François Pinault & family,22831828250.0,-0.04487262,0.7054223,0.36716902,Luxury goods,social media/luxury/fashion/retail,185/1070/1073/2265,89.0,Luxury goods/ Self Made,,,France,Married,3.0,Johann Rupert & family/Patrizio Bertelli/Miuccia Prada/Pantaleo Dell'Orco,True,4,0.024128580828276465,-0.03708642275961312,0.015758312810886226,0.04696717564999158,22.83182825
92,Vicky Safra & family,22405861305.0,-0.7281899,0.41875213,0.27622712,Banking,finance,1274,73.0,Banking,,,Greece,Widowed,4.0,Michiel Le Roux,True,1,0.006007435428747761,-0.009166964874075147,0.048783987891181047,0.05,22.405861305
93,Cyrus Poonawalla,22235474527.0,0.78636396,0.59909576,0.40814972,Vaccines,healthcare/pharmaceuticals,802/1410/824/825/1148,85.0,Vaccines,,,India,Widowed,1.0,Jiang Rensheng & family/Mahima Datla/Rajiv Bajaj/Sanjiv Bajaj/Shekhar Bajaj,True,5,0.005508892597620271,-0.03973949023323244,-0.01852991650411127,0.04419199913218033,22.235474527
94,Dilip Shanghvi,22150281138.0,0.79385835,0.026989266,0.2839566,Pharmaceuticals,healthcare/pharmaceuticals,1128/466/139,70.0,Pharmaceuticals/ Self Made,,,India,Married,2.0,Dennis Bastas/Dilip Shanghvi/Rekha Jhunjhunwala/Zhong Huijuan,True,3,-0.008034827762864754,0.02186813694825883,-0.0361822158271333,0.043034016927634824,22.150281138
95,Gina Rinehart,22065087749.0,0.38864067,1.1137822,0.8198349,Mining,mining/materials,129/971/1050/1118/1334,72.0,Mining,,,Australia,Widowed,4.0,Andrew Forrest & family/Angela Bennett/Clive Palmer/Patrice Motsepe/Robert Friedland,True,5,0.011623811306868887,-0.030183056791522028,-0.031451550370814825,0.045114630967191115,22.065087749
96,Israel Englander,21979894360.0,-0.8852685,0.54109865,0.46483082,Hedge funds,hedge funds/finance,3139/115/452/34/70/120,77.0,Hedge funds/ Self Made,1.0,9.0,United States,Married,3.0,Anne Dinning/David Tepper/John Overdeck/Ken Griffin/Marilyn Simons & family/Steve Cohen,True,6,-0.005588905621969635,0.00039712837966760135,-0.029637567978089335,0.03016254320605422,21.97989436
97,Suleiman Kerimov & family,21894700971.0,0.25102413,0.8077685,0.7959551,Gold,mining/materials,2420,60.0,Gold/ Self Made,,,Russia,Married,3.0,Vladimir Leshchikov,True,1,0.009682031552122876,0.048814961066268064,0.004832995046803753,0.04999999999999999,21.894700971
98,Wang Weixiu & family,21809507582.0,0.9390248,0.596641,-0.48997933,Machinery,Machinery,815/2246/2595/1672,75.0,Machinery/ Self Made,,,China,,,Liu Sheng/Song Fei/Wu Bo/Zhang Xinghai & family,True,4,0.01924943984042967,0.002616272003817912,-0.005387156105863464,0.020159545239841706,21.809507582
99,Vladimir Lisin,21724314193.0,0.35470814,1.1766881,1.1712619,Steel  transport,mining/materials,,70.0,Steel/ transport/ Self Made,,,Russia,Married,3.0,,True,0,-0.0020912008602486636,-0.004154049002581342,-0.0018359618313701978,0.005,21.724314193
100,Shiv Nadar,21724314193.0,1.6210355,0.92938733,0.30953413,Software services,software/cloud,1163/431/1680/1492,80.0,Software services/ Self Made,,,India,Married,1.0,N.R. Narayana Murthy/Azim Premji/Nandan Nilekani/Senapathy Gopalakrishnan,True,4,0.02087312321148703,-0.02971156148752604,-0.03051803325983589,0.04743220965417286,21.724314193
101,Henry Nicholas III,21724314193.0,-1.2016108,0.5481924,-0.4419267,Semiconductors,semiconductors/hardware,50/6/1718/7,66.0,Semiconductors/ Self Made,1.0,8.0,United States,Divorced,3.0,Henry Samueli/Jensen Huang/Kenneth Hao/Michael Dell,True,4,0.04101051846920741,0.009008495728353582,-0.007108554481622894,0.042585762494279325,21.724314193
102,Vinod Adani,21639120804.0,1.5461483,0.24142131,0.9264052,Infrastructure  commodities,Infrastructure/commodities,24,77.0,Infrastructure/ commodities/ Self Made,,,Cyprus,Married,,Gautam Adani,True,1,0.0013718787918726677,0.028699296830004824,-0.04092026771715558,0.05,21.639120804
103,Lei Jun,21468734026.0,0.48548988,0.55542624,-0.15331118,Smartphones  automobiles,automotive,208/2767/1602/328,56.0,Smartphones/ automobiles/ Self Made,,,China,Married,2.0,Alisher Usmanov/David Xueling Li/Li Wanqiang/Lin Bin,True,4,-0.0002363757261888652,0.013114824749924118,0.009747772158297354,0.016342385497693738,21.468734026
104,Emmanuel Besnier,21383540637.0,-0.24817684,0.66602755,0.36313722,Cheese,Cheese,688/405/404,55.0,Cheese,,,France,,,Emanuele (Lino) Saputo & family/Jean-Michel Besnier/Marie Besnier Beauvalot,True,3,0.024968802110201246,-0.01137692895253981,0.0038044923572002906,0.02770107855852411,21.383540637
105,Phil Knight & family,21383540637.0,-1.0341666,1.9597586,-0.29041022,Nike,apparel/sportswear,1078/2690/1453,88.0,Nike/ Self Made,4.0,8.0,United States,Married,3.0,Jim Davis/Paul Fireman/Tim Cook,True,3,0.017956953068675917,-0.040853022948376366,0.017908947741753608,0.04808484227641864,21.383540637
106,Rick Cohen & family,21127960470.0,-0.6779828,0.45447096,0.2530604,Warehouse automation,Warehouse automation,1260/2612/1358/1068/1871,73.0,Warehouse automation,1.0,5.0,United States,Married,3.0,Ankur Jain/Chaitanya Desai/William Chisholm/David Blitzer/Leonard Abess,True,5,0.004889881581782746,0.024653777673539195,-0.019863127931782673,0.03203534839352497,21.12796047
107,Stuart Hoegner,21042767081.0,-1.0007145,0.9920585,0.5227685,Cryptocurrency,cryptocurrency/fintech,345/249/22/54/783/55,,Cryptocurrency/ Self Made,,,Canada,,,Brian Armstrong/Chris Larsen/Giancarlo Devasini/Jean-Louis van der Velde/Michael Saylor/Paolo Ardoino,True,6,0.0371238187295486,-0.006458364109265234,0.002325548881632826,0.037753100026793725,21.042767081
108,Christy Walton,20872380303.0,-1.1999315,0.89579487,-0.31903705,Walmart,retail/logistics,9/37/8/121,77.0,Walmart,1.0,1.0,United States,Widowed,1.0,Jim Walton & family/Lukas Walton/Rob Walton & family/Stanley Kroenke,True,4,-0.02224417837177903,-0.02970992890427464,0.0267660583260466,0.0457592091851018,20.872380303
109,John Doerr,20787186914.0,-0.8536736,1.7096486,-0.85594386,Venture capital,investment/finance,,74.0,Venture capital/ Self Made,2.0,8.0,United States,Married,2.0,,True,0,0.0029204839313233893,-0.00260660852044943,0.00311068571668729,0.005,20.787186914
110,Gennady Timchenko,20616800136.0,0.582894,0.7388506,0.22936271,Oil  gas,energy/oil and gas,85/2470/900,73.0,Oil/ gas/ Self Made,,,Russia,Married,3.0,Leonid Mikhelson & family/Leonid Simanovsky/Nikolai Buinov,True,3,-0.021123406073451853,0.03092975363062623,0.01117719796446682,0.03908679697969712,20.616800136
111,Wang Chuanfu,20446413358.0,0.5051061,0.31205767,-0.08622584,Batteries  automobiles,automotive/batteries/energy storage,143/942,60.0,Batteries/ automobiles/ Self Made,,,China,Married,,Lu Xiangyang/Xia Zuoquan,True,2,0.027104967283877596,0.027018133365041976,-0.03172260585953173,0.04970897810768661,20.446413358
112,Takemitsu Takizaki,20361219969.0,0.8185066,0.46481398,-0.7384495,Sensors,Sensors,,80.0,Sensors/ Self Made,,,Japan,Married,,,True,0,-0.0018288658249572237,-0.0031094372948068504,0.0034621741007592006,0.004999999999999999,20.361219969
113,Dang Yanbao,20361219969.0,0.6535728,0.45184544,-0.39462978,Coal,mining/materials,1431/175,53.0,Coal/ Self Made,,,China,Married,1.0,Dewi Kam/Low Tuck Kwong,True,2,0.013717745006041643,-0.042739120573089096,0.021539879925854294,0.04978730141945885,20.361219969
114,Harry Triguboff,20276026580.0,0.9551729,-0.8821019,-0.73116684,Real estate,real estate,209/1111/136/1966/186,93.0,Real estate/ Self Made,,,Australia,Married,2.0,Joseph Lau/Kwek Leng Beng/Kwong Siu-hing/Manuel Villar/Peter Woo,True,5,0.012731510056641677,0.045003261539374534,0.013670993575484826,0.048726594000039265,20.27602658
115,David Tepper,20190833191.0,-1.1205316,0.20971394,0.097927146,Hedge funds,hedge funds/finance,3139/452/34/120/70,68.0,Hedge funds/ Self Made,2.0,8.0,United States,Married,3.0,Anne Dinning/John Overdeck/Ken Griffin/Steve Cohen/Marilyn Simons & family,True,5,0.022192671013650037,0.038402821147342156,0.019306972859952837,0.04837406867123963,20.190833191
116,Rupert Murdoch & family,20190833191.0,-1.1615157,1.4544461,0.46269292,Newspapers  TV network,media/entertainment,828/652/205/1451/1783,95.0,Newspapers/ TV network,1.0,5.0,United States,Married,6.0,George Lucas/Jack Dorsey/Laurene Powell Jobs/Safra Catz/Sheryl Sandberg,True,5,0.007958913947255715,-0.025715591994415296,-0.035284302086789635,0.044380378058269006,20.190833191
117,Daniel Gilbert,20105639802.0,-0.43901342,0.36080995,-0.05177188,Rocket Mortgage,Rocket Mortgage,1297/943/2580/356,64.0,Rocket Mortgage/ Self Made,2.0,8.0,United States,Divorced,5.0,David Zalik/Jennifer Gilbert/Magic Johnson/Micky Arison,True,4,-0.0012045159133609246,0.006329099629941715,0.04064165398663347,0.041149148223025324,20.105639802
118,Ernest Garcia II,19850059635.0,-0.92855334,0.997964,-0.5695199,Used cars,automotive,277/2847,68.0,Used cars/ Self Made,1.0,9.0,United States,Married,,Ernest Garcia III/Mike Speiser,True,2,-0.019031556394153066,0.0027882788816842134,0.040783332800534956,0.04509162751803338,19.850059635
119,Yu Yong,19850059635.0,1.0122947,0.8144843,-0.4686038,Mining,mining/materials,77/239/147/29,65.0,Mining/ Self Made,,,China,Married,,Huang Shilin/Li Ping/Pei Zhenhua/Robin Zeng,True,4,-0.0361034748916529,-0.03168360299186373,0.011858655713087338,0.04947665422317668,19.850059635
120,Steve Cohen,19594479468.0,-0.8009862,0.5882393,0.6096189,Hedge funds,hedge funds/finance,115/508/34/70/483,69.0,Hedge funds/ Self Made,3.0,8.0,United States,Married,7.0,David Tepper/George Soros/Ken Griffin/Marilyn Simons & family/Stanley Druckenmiller,True,5,-0.016518284161440282,-0.006128733636645835,-0.044092586932251196,0.04748232629100192,19.594479468
121,Stanley Kroenke,18912932356.0,-0.95219564,0.66759425,0.12664625,Sports  real estate,real estate/logistics/shipping/sports/entertainment,9/37/140/8,78.0,Sports/ real estate/ Self Made,1.0,7.0,United States,Married,2.0,Jim Walton & family/Lukas Walton/Philip Anschutz/Rob Walton & family,True,4,-0.03807620103891893,0.007659124658917065,-0.02897160514098962,0.04845423800393954,18.912932356
122,Todd Graves,18742545578.0,-0.76858383,0.74966145,0.090746105,Fast food,food/beverages,1609/635/2851/3386/636/3029,54.0,Fast food/ Self Made,2.0,8.0,United States,Married,2.0,Jack Cowin/Peggy Cherng/Tope Awotona/Zach McLeroy/Andrew Cherng/Tony Townley,True,6,0.01404297364801508,-0.0029776183886135042,-0.03392673736663415,0.03683876800995964,18.742545578
